id,name_fi,name_en,street_address_fi,address_zip,municipality,provider_type,latitude,longitude,www_fi,phone
50,Daghemmet Malmgård,Daycare Malmgård,Luutnantintie 10,00410,,SELF_PRODUCED,60.24752,24.864672,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-malmgard,+358 9 310 88793
51,Daghemmet Rastis,Daycare Rastis,Ulapparaitti 6,00980,,SELF_PRODUCED,60.2086,25.13869,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-rastis,+358 9 310 46858
52,Daghemmet Skatan,Daycare Skatan,Kruunuvuorenkatu 15,00160,,SELF_PRODUCED,60.165924,24.96842,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-skatan,+358 9 310 42045
53,Daghemmet Sockenstugan,Daycare Sockenstugan,Kutomokuja 3 kuisti A1,00380,,SELF_PRODUCED,60.213387,24.873444,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-sockenstugan,+358 9 310 27759
54,Daghemmet Fredriksberg,Daycare Fredriksberg,Konepajankuja 5 c,00510,,SELF_PRODUCED,60.191833,24.950241,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-fredriksberg,+358 9 310 44862
55,Daghemmet Sparven,Daycare Sparven,Liuskekuja 1 H,00710,,SELF_PRODUCED,60.236294,25.01948,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-sparven,+358 9 310 20366
56,Daghemmet Staffan,Daycare Staffan,Immolantie 9,00780,,SELF_PRODUCED,60.260326,24.985147,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-staffan,+358 9 310 44867
57,Daghemmet Humlan,Daycare Humlan,Suursuonlaita 6,00630,,SELF_PRODUCED,60.23402,24.933264,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-humlan,+358 9 310 44868
58,Daghemmet Strandboden,Daycare Strandboden,Prammikuja 3,00980,,SELF_PRODUCED,60.200596,25.120922,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-strandboden,+358 9 310 44881
59,Daghemmet Tomtebo,Daycare Tomtebo,Laajasuontie 5-7,00320,,SELF_PRODUCED,60.217236,24.904245,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-tomtebo,+358 9 310 86863
60,Daghemmet Tärnan,Daycare Tärnan,Meripuistotie 7 B,00200,,SELF_PRODUCED,60.16055,24.889565,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-tarnan,+358 9 310 73546
62,Daghemmet Ågeli,Daycare Ågeli,Kivalterinpolku 3,00640,,SELF_PRODUCED,60.23083,24.958334,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-ageli,+358 9 310 44869
65,Päiväkoti Kytöniitty,Daycare Kytöniitty,Kytöniityntie 2a,00670,,SELF_PRODUCED,60.248272,24.938871,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kytoniitty,+358 9 310 69826
66,Päiväkoti Miilu,Daycare Miilu,Paloheinäntie 5c,00670,,SELF_PRODUCED,60.249565,24.943434,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-miilu,+358 9 310 29376
68,Päiväkoti Pikkusuo,Daycare Pikkusuo,Pikkusuonkuja 3-5,00670,,SELF_PRODUCED,60.247086,24.91927,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-pikkusuo,+358 9 310 69831
70,Leikkipuisto Torpparinmäki,Playground Torpparinmäki,Käräjätuvantie 3,00690,,SELF_PRODUCED,60.25872,24.950687,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-torpparinmaki,+358 9 310 69851
71,Päiväkoti Valkea,Daycare Valkea,Tuohimäentie 107,00670,,SELF_PRODUCED,60.2532,24.930014,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-valkea,+358 9 310 69826
72,Leikkipuisto Soihtu,Playground Soihtu,Ylipalontie 1,00670,,SELF_PRODUCED,60.254467,24.930765,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-soihtu,+358 9 310 69834
73,Päiväkoti Haltia,Daycare Haltia,Lukupolku 2,00680,,SELF_PRODUCED,60.24956,24.958523,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-haltia,+358 9 310 69925
74,Päiväkoti Pikku-Veräjä,Daycare Pikku-Veräjä,Otto Brandtin tie 13,00650,,SELF_PRODUCED,60.232723,24.979168,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-pikku-veraja,+358 9 310 69910
75,Päiväkoti Tammi,Daycare Tammi,Solakalliontie 13,00680,,SELF_PRODUCED,60.242702,24.962257,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-tammi,+358 9 310 69925
78,Päiväkoti Alku,Daycare Alku,Väinölänkatu 5,00610,,SELF_PRODUCED,60.210888,24.947048,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-alku,+358 9 310 29841
79,Ryhmäperhepäiväkoti Mylly,Group family daycare Mylly,Tulvaniityntie 4 B 23,00650,,SELF_PRODUCED,60.23174,24.979319,,+358 9 310 29636
80,Päiväkoti Alppimaja,Daycare Alppimaja,Castréninkatu 28 B,00530,,SELF_PRODUCED,60.18567,24.950624,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-alppimaja,+358 9 310 29279
83,Leikkipuisto Lahnalahti,Playground Lahnalahti,Lauttasaarentie 40a,00200,,SELF_PRODUCED,60.16024,24.87632,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lahnalahti,+358 9 310 44397
84,Päiväkoti Floora,Daycare Floora,Syyriankatu 1,00560,,SELF_PRODUCED,60.20871,24.971045,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-floora,+358 9 310 73458
85,Leikkipuisto Ruoholahti,Playground Ruoholahti,Laivapojankatu 8,00180,,SELF_PRODUCED,60.160854,24.91903,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-ruoholahti,+358 9 310 44369
87,Päiväkoti Hertta,Daycare Hertta,Leankatu 6,00240,,SELF_PRODUCED,60.201267,24.922028,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-hertta,+358 9 310 29181
88,Ryhmäperhepäiväkoti Osteri,Group family daycare Osteri,Klaarantie 3,00200,,SELF_PRODUCED,60.161724,24.888948,,+358 50 370 8703
89,Päiväkoti Herttua,Daycare Herttua,Juhana-herttuan tie 13 b,00600,,SELF_PRODUCED,60.219894,24.968872,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-herttua,+358 9 310 52996
91,Ryhmäperhepäiväkoti Reimari,Group family daycare Reimari,Messitytönkuja 4 A,00180,,SELF_PRODUCED,60.159126,24.913101,,+358 40 334 3398
92,Päiväkoti Kallio,Daycare Kallio,Helmiäispolku 5,00530,,SELF_PRODUCED,60.18106,24.956413,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kallio,+358 9 310 74310
94,Päiväkoti Kesäheinä,Daycare Kesäheinä,Isonniitynkatu 7 D,00520,,SELF_PRODUCED,60.20269,24.951134,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kesaheina,+358 9 310 64277
95,Päiväkoti Kivikko,Daycare Kivikko,Johtokiventie 3,00710,,SELF_PRODUCED,60.230244,25.014212,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kivikko,+358 9 310 44137
96,Päiväkoti Aleksi,Daycare Aleksi,Aleksanterinkatu 1,00170,,SELF_PRODUCED,60.16942,24.95793,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-aleksi,+358 9 310 73197
97,Daghemmet Alexia,Daycare Alexia,Aleksanterinkatu 1,00170,,SELF_PRODUCED,60.16942,24.95793,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-alexia,+358 9 310 42045
98,Päiväkoti Kotikallio,Daycare Kotikallio,Saarenkatu 4,00550,,SELF_PRODUCED,60.1963,24.9638,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kotikallio,+358 9 310 42714
99,Päiväkoti Eira,Daycare Eira,Ehrensvärdintie 14,00150,,SELF_PRODUCED,60.15578,24.936396,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-eira,+358 9 310 44716
100,Päiväkoti Elias,Daycare Elias,Lönnrotinkatu 12,00120,,SELF_PRODUCED,60.16565,24.936804,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-elias,+358 9 310 22684
102,Päiväkoti Fregatti,Daycare Fregatti,Messitytönkuja 4,00180,,SELF_PRODUCED,60.159203,24.912737,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-fregatti,+358 9 310 73548
103,Päiväkoti Käpylinna,Daycare Käpylinna,Ilmattarentie 32,00610,,SELF_PRODUCED,60.21311,24.938028,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kapylinna,+358 9 310 52996
104,Päiväkoti Haukka,Daycare Haukka,Iso Roobertinkatu 43,00120,,SELF_PRODUCED,60.161312,24.935707,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-haukka,+358 9 310 44716
106,Päiväkoti Lehdokki,Daycare Lehdokki,Pakkamestarinkatu 4,00520,,SELF_PRODUCED,60.19832,24.944407,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-lehdokki,+358 9 310 29974
107,Päiväkoti Itämeri,Daycare Itämeri,Selkämerenkatu 6,00180,,SELF_PRODUCED,60.162518,24.915752,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-itameri,+358 9 310 24187
108,Päiväkoti Linnunlaulu,Daycare Linnunlaulu,Eläintarhantie 18,00530,,SELF_PRODUCED,60.183125,24.939386,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-linnunlaulu,+358 9 310 29279
110,Päiväkoti Niittyvilla,Daycare Niittyvilla,Isonniitynkatu 5,00520,,SELF_PRODUCED,60.202393,24.949257,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-niittyvilla,+358 9 310 64277
111,Päiväkoti Kaivopuisto,Daycare Kaivopuisto,Puistokatu 6,00140,,SELF_PRODUCED,60.156574,24.952238,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kaivopuisto,+358 9 310 20619
112,Päiväkoti Nurmikko,Daycare Nurmikko,Väinö Auerin katu 3,00560,,SELF_PRODUCED,60.20813,24.964853,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-nurmikko,+358 9 310 73458
113,Päiväkoti Pasila,Daycare Pasila,Paulankatu 2 A,00240,,SELF_PRODUCED,60.19525,24.928524,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-pasila,+358 9 310 73715
114,Päiväkoti Kamppi,Daycare Kamppi,Eteläinen Rautatiekatu 14b,00100,,SELF_PRODUCED,60.168964,24.92652,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kamppi,+358 9 310 44639
115,Päiväkoti Pikku-Duunari,Daycare Pikku-Duunari,Sturenkatu 8,00510,,SELF_PRODUCED,60.189335,24.9465,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-pikku-duunari,+358 50 402 0482
117,Päiväkoti Katajanokka,Daycare Katajanokka,Kauppiaankatu 8-10 A,00160,,SELF_PRODUCED,60.166977,24.966805,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-katajanokka,+358 9 310 73941
118,Päiväkoti Ratamo,Daycare Ratamo,Ratamestarinkatu 13,00520,,SELF_PRODUCED,60.202213,24.938929,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-ratamo,+358 9 310 29974
119,Päiväkoti Runo,Daycare Runo,Päijänteentie 3-5,00550,,SELF_PRODUCED,60.19216,24.962704,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-runo,+358 9 310 42715
120,Päiväkoti Laivuri,Daycare Laivuri,Itämerenkatu 8,00180,,SELF_PRODUCED,60.163322,24.917809,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-laivuri,
121,Leikkipuisto Lehdokki,Playground Lehdokki,Kasöörinkatu 3,00520,,SELF_PRODUCED,60.198586,24.942585,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lehdokki,+358 9 310 42578
122,Päiväkoti Sörkka,Daycare Sörkka,Vetehisenkuja 3,00530,,SELF_PRODUCED,60.18096,24.955156,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-sorkka,+358 9 310 74310
124,Päiväkoti Tapio,Daycare Tapio,Kaarlenkatu 19 A,00510,,SELF_PRODUCED,60.18738,24.951637,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-tapio,+358 9 310 73127
125,Päiväkoti Leppäsuo,Daycare Leppäsuo,Hietaniemenkatu 9 A,00100,,SELF_PRODUCED,60.170223,24.922005,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-leppasuo,+358 9 310 24622
127,Päiväkoti Terhi,Daycare Terhi,Ensi linja 1,00530,,SELF_PRODUCED,60.18324,24.942085,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-terhi,+358 9 310 74310
128,Päiväkoti Lokki,Daycare Lokki,Puistokaari 4,00200,,SELF_PRODUCED,60.160614,24.862148,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-lokki,+358 50 553 9303
129,Päiväkoti Viola,Daycare Viola,Haukilahdenkuja 3,00550,,SELF_PRODUCED,60.197823,24.96688,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-viola,+358 9 310 43545
130,Päiväkoti Luotsi,Daycare Luotsi,Laivastokuja 4,00160,,SELF_PRODUCED,60.16725,24.970716,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-luotsi,+358 9 310 73197
131,Leikkipuisto Kimmo,Playground Kimmo,Turjantie 3,00610,,SELF_PRODUCED,60.209743,24.941471,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-kimmo,+358 9 310 52624
132,Leikkipuisto Brahe,Playground Brahe,Porvoonkatu 4,00510,,SELF_PRODUCED,60.188877,24.950191,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-brahe,+358 9 310 42740
133,Päiväkoti Maria,Daycare Maria,Lönnrotinkatu 42,00180,,SELF_PRODUCED,60.16196,24.926529,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-maria,+358 9 310 44613
134,Leikkipuisto Linja,Playground Linja,Toinen linja 6,00530,,SELF_PRODUCED,60.183006,24.943993,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-linja,+358 9 310 42570
135,Päiväkoti Masto,Daycare Masto,Kruunuvuorenkatu 15,00160,,SELF_PRODUCED,60.165924,24.96842,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-masto,+358 9 310 73941
136,Leikkipuisto Intia,Playground Intia,Intiankatu 44,00560,,SELF_PRODUCED,60.211426,24.959126,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-intia,+358 9 310 52641
137,Päiväkoti Melkko,Daycare Melkko,Melkonkatu 19 c,00210,,SELF_PRODUCED,60.15227,24.883518,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-melkko,+358 9 310 44382
138,Päiväkoti Meripirtti,Daycare Meripirtti,Eiranranta 1,00150,,SELF_PRODUCED,60.154655,24.93897,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-meripirtti,+358 9 310 44036
139,Leikkipuisto Vallila,Playground Vallila,Kangasalantie 11,00550,,SELF_PRODUCED,60.19717,24.957323,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-vallila,+358 9 310 42726
140,Päiväkoti Onnela,Daycare Onnela,Tehtaankatu 21,00150,,SELF_PRODUCED,60.15819,24.941776,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-onnela,+358 9 310 64009
141,Leikkipuisto Sanna,Playground Sanna,Pasilan puistotie 8,00240,,SELF_PRODUCED,60.199337,24.924513,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-sanna,+358 9 310 42580
142,Päiväkoti Pajalahti,Daycare Pajalahti,Pajalahdentie 10,00200,,SELF_PRODUCED,60.15881,24.88454,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-pajalahti,+358 9 310 44382
144,Daghemmet Pilten,Daycare Pilten,Umpiaidanpolku 6,00840,,SELF_PRODUCED,60.18506,25.05375,https://www.hel.fi/fi/kasvatus-ja-koulutus/daghemmet-pilten,+358 40 334 3170
145,Päiväkoti Päiväpirtti,Daycare Päiväpirtti,Mäntymäentie 1,00250,,SELF_PRODUCED,60.18475,24.929058,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-paivapirtti,+358 9 310 69651
146,Päiväkoti Ratikka,Daycare Ratikka,Humalistonkatu 4,00250,,SELF_PRODUCED,60.184532,24.920813,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-ratikka,+358 9 310 44601
147,Päiväkoti Riikka,Daycare Riikka,Runeberginkatu 63,00260,,SELF_PRODUCED,60.18065,24.925694,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-riikka,+358 9 310 44622
148,Päiväkoti Suomenlinna,Daycare Suomenlinna,Suomenlinna C 31,00190,,SELF_PRODUCED,60.147087,24.986065,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-suomenlinna,+358 9 310 73941
149,Päiväkoti Meri,Daycare Meri,Vattuniemenkuja 4,00210,,SELF_PRODUCED,60.1536,24.885757,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-meri,+358 9 310 29355
151,Päiväkoti Veijari,Daycare Veijari,Köysikuja 8,00210,,SELF_PRODUCED,60.153038,24.887613,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-veijari,+358 9 310 44382
152,Päiväkoti Virkkula,Daycare Virkkula,Oikokatu 7,00170,,SELF_PRODUCED,60.174816,24.955593,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-virkkula,+358 9 310 44739
153,Päiväkoti Vironniemi,Daycare Vironniemi,Ensi linja 1,00530,,SELF_PRODUCED,60.18324,24.942085,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-vironniemi,+358 9 310 64264
154,Päiväkoti Ruoholahden lastentalo,Daycare Ruoholahden lastentalo,Laivapojankatu 8,00180,,SELF_PRODUCED,60.160854,24.91903,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-ruoholahden-lastentalo,+358 40 334 3394
155,Päiväkoti Herttoniemi,Daycare Herttoniemi,Susitie 2-6,00800,,SELF_PRODUCED,60.1987,25.035261,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-herttoniemi,+358 9 310 56492
156,Päiväkoti Jollas,Daycare Jollas,Laitatuulenkaari 2,00850,,UNKNOWN_PRODUCTION_METHOD,60.162033,25.066141,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-jollas,+358 9 310 73413
157,Päiväkoti Ilomäki,Daycare Ilomäki,Ilomäentie 8,00840,,SELF_PRODUCED,60.18091,25.058413,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-ilomaki,+358 9 310 56473
159,Päiväkoti Kulosaari,Daycare Kulosaari,Kyösti Kallion tie 1,00570,,SELF_PRODUCED,60.185776,25.0088,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-kulosaari,+358 40 334 4083
161,Leikkipuisto Taivallahti,Playground Taivallahti,Pohjoinen Hesperiankatu 22,00260,,SELF_PRODUCED,60.17666,24.91931,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-taivallahti,+358 9 310 44643
164,Päiväkoti Merituuli,Daycare Merituuli,Suolakivenkuja 6,00810,,SELF_PRODUCED,60.18952,25.030397,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-merituuli,+358 9 310 41933
166,Leikkipuisto Seppä,Playground Seppä,Sepänkatu 2,00150,,SELF_PRODUCED,60.158875,24.939482,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-seppa,+358 9 310 44746
167,Päiväkoti Nalle,Daycare Nalle,Reiherintie 3,00870,,SELF_PRODUCED,60.1727,25.037895,https://www.hel.fi/fi/kasvatus-ja-koulutus/paivakoti-nalle,+358 9 310 29403
